Question acceptedAnswer Answer
Thing image URL
Product material Product
Product material Text
Product material URL
CreativeWork material Product
CreativeWork material Text
CreativeWork material URL
Organization memberOf ProgramMembership
Organization memberOf Organization
Person memberOf ProgramMembership
Person memberOf Organization
Organization parentOrganization Organization
Action result Thing
Offer seller Organization
Offer seller Person
Demand seller Organization
Demand seller Person
Order seller Organization
Order seller Person
Flight seller Organization
Flight seller Person
BuyAction seller Organization
BuyAction seller Person
HowTo step HowToStep
HowTo step HowToSection
HowTo step Text
HowTo step CreativeWork
Event subEvent Event
HowTo supply HowToSupply
HowTo supply Text
HowToDirection supply HowToSupply
HowToDirection supply Text
Event workFeatured CreativeWork
DeliveryChargeSpecification areaServed AdministrativeArea
DeliveryChargeSpecification areaServed Place
DeliveryChargeSpecification areaServed GeoShape
DeliveryChargeSpecification areaServed Text
Offer areaServed AdministrativeArea
Offer areaServed Place
Offer areaServed GeoShape
Offer areaServed Text
ContactPoint areaServed AdministrativeArea
ContactPoint areaServed Place
ContactPoint areaServed GeoShape
ContactPoint areaServed Text
Demand areaServed AdministrativeArea
Demand areaServed Place
Demand areaServed GeoShape
Demand areaServed Text
Organization areaServed AdministrativeArea
Organization areaServed Place
Organization areaServed GeoShape
Organization areaServed Text
Service areaServed AdministrativeArea
Service areaServed Place
Service areaServed GeoShape
Service areaServed Text
Dataset includedInDataCatalog DataCatalog
ProgramMembership member Organization
ProgramMembership member Person
Organization member Organization
Organization member Person
TipAction recipient ContactPoint
TipAction recipient Organization
TipAction recipient Audience
TipAction recipient Person
SendAction recipient ContactPoint
SendAction recipient Organization
SendAction recipient Audience
SendAction recipient Person
CommunicateAction recipient ContactPoint
CommunicateAction recipient Organization
CommunicateAction recipient Audience
CommunicateAction recipient Person
GiveAction recipient ContactPoint
GiveAction recipient Organization
GiveAction recipient Audience
GiveAction recipient Person
Message recipient ContactPoint
Message recipient Organization
Message recipient Audience
Message recipient Person
DonateAction recipient ContactPoint
DonateAction recipient Organization
DonateAction recipient Audience
DonateAction recipient Person
ReturnAction recipient ContactPoint
ReturnAction recipient Organization
ReturnAction recipient Audience
ReturnAction recipient Person
AuthorizeAction recipient ContactPoint
AuthorizeAction recipient Organization
AuthorizeAction recipient Audience
AuthorizeAction recipient Person
PayAction recipient ContactPoint
PayAction recipient Organization
PayAction recipient Audience
PayAction recipient Person
CreativeWork hasPart CreativeWork
CreativeWork isPartOf URL
CreativeWork isPartOf CreativeWork
ListItem position Text
ListItem position Integer
CreativeWork position Text
CreativeWork position Integer
Action instrument Thing
Action object Thing
InteractionCounter location Place
InteractionCounter location PostalAddress
InteractionCounter location Text
Event location Place
Event location PostalAddress
Event location Text
Action location Place
Action location PostalAddress
Action location Text
Organization location Place
Organization location PostalAddress
Organization location Text
Action participant Organization
Action participant Person
Thing identifier PropertyValue
Thing identifier Text
Thing identifier URL
AMRadioChannel subClass RadioChannel
APIReference subClass TechArticle
AboutPage subClass WebPage
AcceptAction subClass AllocateAction
Accommodation subClass Place
AccountingService subClass FinancialService
AchieveAction subClass Action
Action subClass Thing
ActionAccessSpecification subClass Intangible
ActionStatusType subClass StatusEnumeration
ActivateAction subClass ControlAction
AddAction subClass UpdateAction
AdministrativeArea subClass Place
AdultEntertainment subClass EntertainmentBusiness
AggregateOffer subClass Offer
AggregateRating subClass Rating
AgreeAction subClass ReactAction
Airline subClass Organization
Airport subClass CivicStructure
AlignmentObject subClass Intangible
AllocateAction subClass OrganizeAction
AmusementPark subClass EntertainmentBusiness
AnimalShelter subClass LocalBusiness
Answer subClass Comment
Apartment subClass Accommodation
ApartmentComplex subClass Residence
AppendAction subClass InsertAction
ApplyAction subClass OrganizeAction
Aquarium subClass CivicStructure
ArriveAction subClass MoveAction
ArtGallery subClass EntertainmentBusiness
Article subClass CreativeWork
AskAction subClass CommunicateAction
AssessAction subClass Action
AssignAction subClass AllocateAction
Attorney subClass LegalService
Audience subClass Intangible
AudioObject subClass MediaObject
AuthorizeAction subClass AllocateAction
AutoBodyShop subClass AutomotiveBusiness
AutoDealer subClass AutomotiveBusiness
AutoPartsStore subClass AutomotiveBusiness
AutoRental subClass AutomotiveBusiness
AutoRepair subClass AutomotiveBusiness
AutoWash subClass AutomotiveBusiness
AutomatedTeller subClass FinancialService
AutomotiveBusiness subClass LocalBusiness
Bakery subClass FoodEstablishment
BankAccount subClass FinancialProduct
BankOrCreditUnion subClass FinancialService
BarOrPub subClass FoodEstablishment
Barcode subClass ImageObject
Beach subClass CivicStructure
BeautySalon subClass HealthAndBeautyBusiness
BedAndBreakfast subClass LodgingBusiness
BedDetails subClass Intangible
BedType subClass QualitativeValue
BefriendAction subClass InteractAction
BikeStore subClass Store
Blog subClass CreativeWork
BlogPosting subClass SocialMediaPosting
BoardingPolicyType subClass Enumeration
BodyOfWater subClass Landform
Book subClass CreativeWork
BookFormatType subClass Enumeration
BookSeries subClass CreativeWorkSeries
BookStore subClass Store
BookmarkAction subClass OrganizeAction
BorrowAction subClass TransferAction
BowlingAlley subClass SportsActivityLocation
Brand subClass Intangible
BreadcrumbList subClass ItemList
Brewery subClass FoodEstablishment
Bridge subClass CivicStructure
BroadcastChannel subClass Intangible
BroadcastEvent subClass PublicationEvent
BroadcastFrequencySpecification subClass Intangible
BroadcastService subClass Service
BuddhistTemple subClass PlaceOfWorship
BusReservation subClass Reservation
BusStation subClass CivicStructure
BusStop subClass CivicStructure
BusTrip subClass Trip
BusinessAudience subClass Audience
BusinessEntityType subClass Enumeration
BusinessEvent subClass Event
BusinessFunction subClass Enumeration
BuyAction subClass TradeAction
CableOrSatelliteService subClass Service
CafeOrCoffeeShop subClass FoodEstablishment
Campground subClass CivicStructure
CampingPitch subClass Accommodation
Canal subClass BodyOfWater
CancelAction subClass PlanAction
Car subClass Vehicle
Casino subClass EntertainmentBusiness
CatholicChurch subClass Church
Cemetery subClass CivicStructure
CheckAction subClass FindAction
CheckInAction subClass CommunicateAction
CheckOutAction subClass CommunicateAction
CheckoutPage subClass WebPage
ChildCare subClass LocalBusiness
ChildrensEvent subClass Event
ChooseAction subClass AssessAction
Church subClass PlaceOfWorship
City subClass AdministrativeArea
CityHall subClass GovernmentBuilding
CivicStructure subClass Place
ClaimReview subClass Review
Clip subClass CreativeWork
ClothingStore subClass Store
Code subClass CreativeWork
CollectionPage subClass WebPage
CollegeOrUniversity subClass EducationalOrganization
ComedyClub subClass EntertainmentBusiness
ComedyEvent subClass Event
Comment subClass CreativeWork
CommentAction subClass CommunicateAction
CommunicateAction subClass InteractAction
CompoundPriceSpecification subClass PriceSpecification
ComputerLanguage subClass Intangible
ComputerStore subClass Store
ConfirmAction subClass InformAction
ConsumeAction subClass Action
ContactPage subClass WebPage
ContactPoint subClass StructuredValue
ContactPointOption subClass Enumeration
Continent subClass Landform
ControlAction subClass Action
ConvenienceStore subClass Store
Conversation subClass CreativeWork
CookAction subClass CreateAction
Cooperative subClass Organization
Corporation subClass Organization
Country subClass AdministrativeArea
Course subClass CreativeWork
CourseInstance subClass Event
Courthouse subClass GovernmentBuilding
CreateAction subClass Action
CreativeWork subClass Thing
CreativeWorkSeason subClass CreativeWork
CreativeWorkSeries subClass CreativeWork
CreditCard subClass LoanOrCredit
Crematorium subClass CivicStructure
CurrencyConversionService subClass FinancialProduct
DanceEvent subClass Event
DanceGroup subClass PerformingGroup
DataCatalog subClass CreativeWork
DataDownload subClass MediaObject
DataFeed subClass Dataset
DataFeedItem subClass Intangible
Dataset subClass CreativeWork
DatedMoneySpecification subClass StructuredValue
DayOfWeek subClass Enumeration
DaySpa subClass HealthAndBeautyBusiness
DeactivateAction subClass ControlAction
DefenceEstablishment subClass GovernmentBuilding
DefinedRegion subClass StructuredValue
DeleteAction subClass UpdateAction
DeliveryChargeSpecification subClass PriceSpecification
DeliveryEvent subClass Event
DeliveryMethod subClass Enumeration
DeliveryTimeSettings subClass StructuredValue
Demand subClass Intangible
Dentist subClass LocalBusiness
DepartAction subClass MoveAction
DepartmentStore subClass Store
DepositAccount subClass BankAccount
DigitalDocument subClass CreativeWork
DigitalDocumentPermission subClass Intangible
DigitalDocumentPermissionType subClass Enumeration
DisagreeAction subClass ReactAction
DiscoverAction subClass FindAction
DiscussionForumPosting subClass SocialMediaPosting
DislikeAction subClass ReactAction
Distance subClass Quantity
Distillery subClass FoodEstablishment
DonateAction subClass TransferAction
DownloadAction subClass TransferAction
DrawAction subClass CreateAction
DrinkAction subClass ConsumeAction
DriveWheelConfigurationValue subClass QualitativeValue
DryCleaningOrLaundry subClass LocalBusiness
Duration subClass Quantity
EatAction subClass ConsumeAction
EducationEvent subClass Event
EducationalAudience subClass Audience
EducationalOrganization subClass CivicStructure
Electrician subClass HomeAndConstructionBusiness
ElectronicsStore subClass Store
ElementarySchool subClass EducationalOrganization
EmailMessage subClass Message
Embassy subClass GovernmentBuilding
EmergencyService subClass LocalBusiness
EmployeeRole subClass OrganizationRole
EmployerAggregateRating subClass AggregateRating
EmploymentAgency subClass LocalBusiness
EndorseAction subClass ReactAction
EndorsementRating subClass Rating
Energy subClass Quantity
EngineSpecification subClass StructuredValue
EntertainmentBusiness subClass LocalBusiness
EntryPoint subClass Intangible
Enumeration subClass Intangible
Episode subClass CreativeWork
Event subClass Thing
EventReservation subClass Reservation
EventStatusType subClass StatusEnumeration
EventVenue subClass CivicStructure
ExerciseAction subClass PlayAction
ExerciseGym subClass SportsActivityLocation
ExhibitionEvent subClass Event
FAQPage subClass WebPage
FMRadioChannel subClass RadioChannel
FastFoodRestaurant subClass FoodEstablishment
Festival subClass Event
FilmAction subClass CreateAction
FinancialProduct subClass Service
FinancialService subClass LocalBusiness
FindAction subClass Action
FireStation subClass CivicStructure
Flight subClass Trip
FlightReservation subClass Reservation
Float subClass Number
Florist subClass Store
FollowAction subClass InteractAction
FoodEstablishment subClass LocalBusiness
FoodEstablishmentReservation subClass Reservation
FoodEvent subClass Event
FoodService subClass Service
FurnitureStore subClass Store
Game subClass CreativeWork
GamePlayMode subClass Enumeration
GameServer subClass Intangible
GameServerStatus subClass StatusEnumeration
GardenStore subClass Store
GasStation subClass AutomotiveBusiness
GatedResidenceCommunity subClass Residence
GenderType subClass Enumeration
GeneralContractor subClass HomeAndConstructionBusiness
GeoCircle subClass GeoShape
GeoCoordinates subClass StructuredValue
GeoShape subClass StructuredValue
GiveAction subClass TransferAction
GolfCourse subClass SportsActivityLocation
GovernmentBuilding subClass CivicStructure
GovernmentOffice subClass LocalBusiness
GovernmentOrganization subClass Organization
GovernmentPermit subClass Permit
GovernmentService subClass Service
GroceryStore subClass Store
HVACBusiness subClass HomeAndConstructionBusiness
HairSalon subClass HealthAndBeautyBusiness
HardwareStore subClass Store
HealthAndBeautyBusiness subClass LocalBusiness
HealthClub subClass HealthAndBeautyBusiness
HighSchool subClass EducationalOrganization
HinduTemple subClass PlaceOfWorship
HobbyShop subClass Store
HomeAndConstructionBusiness subClass LocalBusiness
HomeGoodsStore subClass Store
Hospital subClass CivicStructure
Hostel subClass LodgingBusiness
Hotel subClass LodgingBusiness
HotelRoom subClass Room
House subClass Accommodation
HousePainter subClass HomeAndConstructionBusiness
HowTo subClass CreativeWork
HowToDirection subClass CreativeWork
HowToItem subClass ListItem
HowToSection subClass CreativeWork
HowToStep subClass CreativeWork
HowToSupply subClass HowToItem
HowToTip subClass CreativeWork
HowToTool subClass HowToItem
IceCreamShop subClass FoodEstablishment
IgnoreAction subClass AssessAction
ImageGallery subClass MediaGallery
ImageObject subClass MediaObject
IndividualProduct subClass Product
InformAction subClass CommunicateAction
InsertAction subClass AddAction
InstallAction subClass ConsumeAction
InsuranceAgency subClass FinancialService
Intangible subClass Thing
Integer subClass Number
InteractAction subClass Action
InteractionCounter subClass StructuredValue
InternetCafe subClass LocalBusiness
InvestmentOrDeposit subClass FinancialProduct
InviteAction subClass CommunicateAction
Invoice subClass Intangible
ItemAvailability subClass Enumeration
ItemList subClass Intangible
ItemListOrderType subClass Enumeration
ItemPage subClass WebPage
JewelryStore subClass Store
JobPosting subClass Intangible
JoinAction subClass InteractAction
LakeBodyOfWater subClass BodyOfWater
Landform subClass Place
LandmarksOrHistoricalBuildings subClass Place
Language subClass Intangible
LeaveAction subClass InteractAction
LegalService subClass LocalBusiness
LegislativeBuilding subClass GovernmentBuilding
LendAction subClass TransferAction
Library subClass LocalBusiness
LikeAction subClass ReactAction
LiquorStore subClass Store
ListItem subClass Intangible
ListenAction subClass ConsumeAction
LiteraryEvent subClass Event
LiveBlogPosting subClass BlogPosting
LoanOrCredit subClass FinancialProduct
LocalBusiness subClass Organization
LocationFeatureSpecification subClass PropertyValue
Locksmith subClass HomeAndConstructionBusiness
LodgingBusiness subClass LocalBusiness
LodgingReservation subClass Reservation
LoseAction subClass AchieveAction
Map subClass CreativeWork
MapCategoryType subClass Enumeration
MarryAction subClass InteractAction
Mass subClass Quantity
MediaGallery subClass CollectionPage
MediaObject subClass CreativeWork
MediaSubscription subClass Intangible
MedicalOrganization subClass Organization
MeetingRoom subClass Room
MensClothingStore subClass Store
Menu subClass CreativeWork
MenuItem subClass Intangible
MenuSection subClass CreativeWork
Message subClass CreativeWork
MiddleSchool subClass EducationalOrganization
MobileApplication subClass SoftwareApplication
MobilePhoneStore subClass Store
MonetaryAmount subClass StructuredValue
MonetaryAmountDistribution subClass QuantitativeValueDistribution
Mosque subClass PlaceOfWorship
Motel subClass LodgingBusiness
MotorcycleDealer subClass AutomotiveBusiness
MotorcycleRepair subClass AutomotiveBusiness
Mountain subClass Landform
MoveAction subClass Action
Movie subClass CreativeWork
MovieClip subClass Clip
MovieRentalStore subClass Store
MovieSeries subClass CreativeWorkSeries
MovieTheater subClass CivicStructure
MovingCompany subClass HomeAndConstructionBusiness
Museum subClass CivicStructure
MusicAlbum subClass MusicPlaylist
MusicAlbumProductionType subClass Enumeration
MusicAlbumReleaseType subClass Enumeration
MusicComposition subClass CreativeWork
MusicEvent subClass Event
MusicGroup subClass PerformingGroup
MusicPlaylist subClass CreativeWork
MusicRecording subClass CreativeWork
MusicRelease subClass MusicPlaylist
MusicReleaseFormatType subClass Enumeration
MusicStore subClass Store
MusicVenue subClass CivicStructure
MusicVideoObject subClass MediaObject
NGO subClass Organization
NailSalon subClass HealthAndBeautyBusiness
NewsArticle subClass Article
NightClub subClass EntertainmentBusiness
Notary subClass LegalService
NoteDigitalDocument subClass DigitalDocument
NutritionInformation subClass StructuredValue
Occupation subClass Intangible
OceanBodyOfWater subClass BodyOfWater
Offer subClass Intangible
OfferCatalog subClass ItemList
OfferItemCondition subClass Enumeration
OfferShippingDetails subClass StructuredValue
OfficeEquipmentStore subClass Store
OnDemandEvent subClass PublicationEvent
OpeningHoursSpecification subClass StructuredValue
Order subClass Intangible
OrderAction subClass TradeAction
OrderItem subClass Intangible
OrderStatus subClass StatusEnumeration
Organization subClass Thing
OrganizationRole subClass Role
OrganizeAction subClass Action
OutletStore subClass Store
OwnershipInfo subClass StructuredValue
PaintAction subClass CreateAction
Painting subClass CreativeWork
ParcelDelivery subClass Intangible
ParentAudience subClass PeopleAudience
Park subClass CivicStructure
ParkingFacility subClass CivicStructure
PawnShop subClass Store
PayAction subClass TradeAction
PaymentCard subClass FinancialProduct
PaymentChargeSpecification subClass PriceSpecification
PaymentMethod subClass Intangible
PaymentService subClass FinancialProduct
PaymentStatusType subClass StatusEnumeration
PeopleAudience subClass Audience
PerformAction subClass PlayAction
PerformanceRole subClass Role
PerformingArtsTheater subClass CivicStructure
PerformingGroup subClass Organization
Periodical subClass CreativeWorkSeries
Permit subClass Intangible
Person subClass Thing
PetStore subClass Store
Pharmacy subClass MedicalOrganization
Photograph subClass CreativeWork
PhotographAction subClass CreateAction
Physician subClass MedicalBusiness
Place subClass Thing
PlaceOfWorship subClass CivicStructure
PlanAction subClass OrganizeAction
PlayAction subClass Action
Playground subClass CivicStructure
Plumber subClass HomeAndConstructionBusiness
PoliceStation subClass CivicStructure
PoliticalParty subClass Organization
Pond subClass BodyOfWater
PostOffice subClass GovernmentOffice
PostalAddress subClass ContactPoint
PostalCodeRangeSpecification subClass StructuredValue
PreOrderAction subClass TradeAction
PrependAction subClass InsertAction
Preschool subClass EducationalOrganization
PresentationDigitalDocument subClass DigitalDocument
PriceSpecification subClass StructuredValue
Product subClass Thing
ProductModel subClass Product
ProfessionalService subClass LocalBusiness
ProfilePage subClass WebPage
ProgramMembership subClass Intangible
PropertyValue subClass StructuredValue
PropertyValueSpecification subClass Intangible
PublicSwimmingPool subClass SportsActivityLocation
PublicationEvent subClass Event
PublicationIssue subClass CreativeWork
PublicationVolume subClass CreativeWork
QAPage subClass WebPage
QualitativeValue subClass Enumeration
QuantitativeValue subClass StructuredValue
QuantitativeValueDistribution subClass StructuredValue
Quantity subClass Intangible
Question subClass Comment
QuoteAction subClass TradeAction
RVPark subClass CivicStructure
RadioChannel subClass BroadcastChannel
RadioClip subClass Clip
RadioEpisode subClass Episode
RadioSeason subClass CreativeWorkSeason
RadioSeries subClass CreativeWorkSeries
RadioStation subClass LocalBusiness
Rating subClass Intangible
ReactAction subClass AssessAction
ReadAction subClass ConsumeAction
RealEstateAgent subClass LocalBusiness
ReceiveAction subClass TransferAction
Recipe subClass HowTo
RecyclingCenter subClass LocalBusiness
RegisterAction subClass InteractAction
RejectAction subClass AllocateAction
RentAction subClass TradeAction
RentalCarReservation subClass Reservation
ReplaceAction subClass UpdateAction
ReplyAction subClass CommunicateAction
Report subClass Article
Researcher subClass Audience
Reservation subClass Intangible
ReservationPackage subClass Reservation
ReservationStatusType subClass StatusEnumeration
ReserveAction subClass PlanAction
Reservoir subClass BodyOfWater
Residence subClass Place
Resort subClass LodgingBusiness
Restaurant subClass FoodEstablishment
RestrictedDiet subClass Enumeration
ResumeAction subClass ControlAction
ReturnAction subClass TransferAction
Review subClass CreativeWork
ReviewAction subClass AssessAction
RiverBodyOfWater subClass BodyOfWater
Role subClass Intangible
RoofingContractor subClass HomeAndConstructionBusiness
Room subClass Accommodation
RsvpAction subClass InformAction
RsvpResponseType subClass Enumeration
SaleEvent subClass Event
ScheduleAction subClass PlanAction
ScholarlyArticle subClass Article
School subClass EducationalOrganization
ScreeningEvent subClass Event
Sculpture subClass CreativeWork
SeaBodyOfWater subClass BodyOfWater
SearchAction subClass Action
SearchResultsPage subClass WebPage
Season subClass CreativeWork
Seat subClass Intangible
SelfStorage subClass LocalBusiness
SellAction subClass TradeAction
SendAction subClass TransferAction
Series subClass Intangible
Service subClass Intangible
ServiceChannel subClass Intangible
ShareAction subClass CommunicateAction
ShippingDeliveryTime subClass StructuredValue
ShippingRateSettings subClass StructuredValue
ShoeStore subClass Store
ShoppingCenter subClass LocalBusiness
SingleFamilyResidence subClass House
SiteNavigationElement subClass WebPageElement
SkiResort subClass Resort
SocialEvent subClass Event
SocialMediaPosting subClass Article
SoftwareApplication subClass CreativeWork
SoftwareSourceCode subClass CreativeWork
SomeProducts subClass Product
SpeakableSpecification subClass Intangible
Specialty subClass Enumeration
SportingGoodsStore subClass Store
SportsActivityLocation subClass LocalBusiness
SportsClub subClass SportsActivityLocation
SportsEvent subClass Event
SportsOrganization subClass Organization
SportsTeam subClass SportsOrganization
SpreadsheetDigitalDocument subClass DigitalDocument
StadiumOrArena subClass CivicStructure
State subClass AdministrativeArea
StatusEnumeration subClass Enumeration
SteeringPositionValue subClass QualitativeValue
Store subClass LocalBusiness
StructuredValue subClass Intangible
SubscribeAction subClass InteractAction
SubwayStation subClass CivicStructure
Suite subClass Accommodation
SuspendAction subClass ControlAction
Synagogue subClass PlaceOfWorship
TVClip subClass Clip
TVEpisode subClass Episode
TVSeason subClass CreativeWork
TVSeries subClass CreativeWork
Table subClass WebPageElement
TakeAction subClass TransferAction
TattooParlor subClass HealthAndBeautyBusiness
Taxi subClass Service
TaxiReservation subClass Reservation
TaxiService subClass Service
TaxiStand subClass CivicStructure
TechArticle subClass Article
TelevisionChannel subClass BroadcastChannel
TelevisionStation subClass LocalBusiness
TennisComplex subClass SportsActivityLocation
TextDigitalDocument subClass DigitalDocument
TextObject subClass MediaObject
TheaterEvent subClass Event
TheaterGroup subClass PerformingGroup
Ticket subClass Intangible
TieAction subClass AchieveAction
TipAction subClass TradeAction
TireShop subClass Store
TouristAttraction subClass Place
TouristInformationCenter subClass LocalBusiness
ToyStore subClass Store
TrackAction subClass FindAction
TradeAction subClass Action
TrainReservation subClass Reservation
TrainStation subClass CivicStructure
TrainTrip subClass Trip
TransferAction subClass Action
TravelAction subClass MoveAction
TravelAgency subClass LocalBusiness
Trip subClass Intangible
TypeAndQuantityNode subClass StructuredValue
URL subClass Text
UnRegisterAction subClass InteractAction
UnitPriceSpecification subClass PriceSpecification
UpdateAction subClass Action
UseAction subClass ConsumeAction
UserBlocks subClass UserInteraction
UserCheckins subClass UserInteraction
UserComments subClass UserInteraction
UserDownloads subClass UserInteraction
UserInteraction subClass Event
UserLikes subClass UserInteraction
UserPageVisits subClass UserInteraction
UserPlays subClass UserInteraction
UserPlusOnes subClass UserInteraction
UserTweets subClass UserInteraction
VacationRental subClass LodgingBusiness
Vehicle subClass Product
VideoGallery subClass MediaGallery
VideoGame subClass Game
VideoGameClip subClass Clip
VideoGameSeries subClass CreativeWorkSeries
VideoObject subClass MediaObject
ViewAction subClass ConsumeAction
VisualArtsEvent subClass Event
VisualArtwork subClass CreativeWork
Volcano subClass Landform
VoteAction subClass ChooseAction
WPAdBlock subClass WebPageElement
WPFooter subClass WebPageElement
WPHeader subClass WebPageElement
WPSideBar subClass WebPageElement
WantAction subClass ReactAction
WarrantyPromise subClass StructuredValue
WarrantyScope subClass Enumeration
WatchAction subClass ConsumeAction
Waterfall subClass BodyOfWater
WearAction subClass UseAction
WebApplication subClass SoftwareApplication
WebPage subClass CreativeWork
WebPageElement subClass CreativeWork
WebSite subClass CreativeWork
WholesaleStore subClass Store
WinAction subClass AchieveAction
Winery subClass FoodEstablishment
WorkersUnion subClass Organization
WriteAction subClass CreateAction
Zoo subClass CivicStructure
